kind,name,bandwith(Mbps),latency(ms),request_size(B),response_size(B),send_bytes(B),recv_bytes(B),cost(ms),memory(KB)
wasm,reclaim,50,10,1024,16,0,0,34358,30747
wasm,reclaim,50,10,1024,256,0,0,39604,53196
wasm,reclaim,50,10,1024,1024,0,0,57681,29288
wasm,reclaim,50,10,1024,2048,0,0,81012,29745
wasm,reclaim,50,10,2048,16,0,0,55870,30817
wasm,reclaim,50,10,2048,256,0,0,61402,110472
wasm,reclaim,50,10,2048,1024,0,0,79190,31681
wasm,reclaim,50,10,2048,2048,0,0,102025,28572
wasm,reclaim,50,15,1024,16,0,0,34436,116874
wasm,reclaim,50,15,1024,256,0,0,40401,110515
wasm,reclaim,50,15,1024,1024,0,0,58076,116501
wasm,reclaim,50,15,1024,2048,0,0,80970,29585
wasm,reclaim,50,15,2048,16,0,0,56351,29090
wasm,reclaim,50,15,2048,256,0,0,61436,109960
wasm,reclaim,50,15,2048,1024,0,0,79551,115451
wasm,reclaim,50,15,2048,2048,0,0,101772,29034
wasm,reclaim,50,20,1024,16,0,0,34716,124126
wasm,reclaim,50,20,1024,256,0,0,39976,110419
wasm,reclaim,50,20,1024,1024,0,0,57496,126322
wasm,reclaim,50,20,1024,2048,0,0,81116,36417
wasm,reclaim,50,20,2048,16,0,0,56477,116279
wasm,reclaim,50,20,2048,256,0,0,61632,31197
wasm,reclaim,50,20,2048,1024,0,0,79137,30378
wasm,reclaim,50,20,2048,2048,0,0,102847,28357
wasm,reclaim,100,10,1024,16,0,0,34630,178172
wasm,reclaim,100,10,1024,256,0,0,39809,30648
wasm,reclaim,100,10,1024,1024,0,0,57970,29448
wasm,reclaim,100,10,1024,2048,0,0,80927,26097
wasm,reclaim,100,10,2048,16,0,0,56024,31552
wasm,reclaim,100,10,2048,256,0,0,61279,112942
wasm,reclaim,100,10,2048,1024,0,0,79240,112843
wasm,reclaim,100,10,2048,2048,0,0,102021,28773
wasm,reclaim,100,15,1024,16,0,0,34605,105893
wasm,reclaim,100,15,1024,256,0,0,39703,110515
wasm,reclaim,100,15,1024,1024,0,0,57685,30743
wasm,reclaim,100,15,1024,2048,0,0,80995,325049
wasm,reclaim,100,15,2048,16,0,0,56049,110437
wasm,reclaim,100,15,2048,256,0,0,61294,170234
wasm,reclaim,100,15,2048,1024,0,0,79137,29994
wasm,reclaim,100,15,2048,2048,0,0,101849,235008
wasm,reclaim,100,20,1024,16,0,0,34705,118716
wasm,reclaim,100,20,1024,256,0,0,39884,31714
wasm,reclaim,100,20,1024,1024,0,0,57759,29192
wasm,reclaim,100,20,1024,2048,0,0,81023,29425
wasm,reclaim,100,20,2048,16,0,0,56079,30785
wasm,reclaim,100,20,2048,256,0,0,61559,31453
wasm,reclaim,100,20,2048,1024,0,0,78977,30122
wasm,reclaim,100,20,2048,2048,0,0,102266,23909
wasm,reclaim,200,10,1024,16,0,0,34640,110480
wasm,reclaim,200,10,1024,256,0,0,39812,30648
wasm,reclaim,200,10,1024,1024,0,0,57571,112604
wasm,reclaim,200,10,1024,2048,0,0,80453,28395
wasm,reclaim,200,10,2048,16,0,0,55942,31553
wasm,reclaim,200,10,2048,256,0,0,61714,28868
wasm,reclaim,200,10,2048,1024,0,0,78792,32127
wasm,reclaim,200,10,2048,2048,0,0,101867,242510
wasm,reclaim,200,15,1024,16,0,0,34730,178226
wasm,reclaim,200,15,1024,256,0,0,39878,30392
wasm,reclaim,200,15,1024,1024,0,0,57545,112604
wasm,reclaim,200,15,1024,2048,0,0,80886,30513
wasm,reclaim,200,15,2048,16,0,0,55888,31297
wasm,reclaim,200,15,2048,256,0,0,60907,31326
wasm,reclaim,200,15,2048,1024,0,0,79094,31293
wasm,reclaim,200,15,2048,2048,0,0,102171,212789
wasm,reclaim,200,20,1024,16,0,0,34694,116446
wasm,reclaim,200,20,1024,256,0,0,39887,37132
wasm,reclaim,200,20,1024,1024,0,0,57855,110375
wasm,reclaim,200,20,1024,2048,0,0,80642,30353
wasm,reclaim,200,20,2048,16,0,0,56066,116534
wasm,reclaim,200,20,2048,256,0,0,61670,31069
wasm,reclaim,200,20,2048,1024,0,0,79306,31402
wasm,reclaim,200,20,2048,2048,0,0,102251,28811
