kind,name,bandwith(Mbps),latency(ms),request_size(B),response_size(B),send_bytes(B),recv_bytes(B),cost(ms),memory(KB)
native,TLS1_3-gnark,50,10,0,16,6731,7276,8030,394796
native,TLS1_3-gnark,50,10,0,256,8186,9015,10537,310604
native,TLS1_3-gnark,50,10,0,1024,12774,14421,18818,383168
native,TLS1_3-gnark,50,10,0,2048,18897,21525,29699,438192
native,TLS1_3-gnark,50,15,0,16,6673,7264,8065,390960
native,TLS1_3-gnark,50,15,0,256,8188,9012,10449,502376
native,TLS1_3-gnark,50,15,0,1024,12722,14318,18897,388492
native,TLS1_3-gnark,50,15,0,2048,18843,21511,30099,399932
native,TLS1_3-gnark,50,20,0,16,6671,7264,8015,389676
native,TLS1_3-gnark,50,20,0,256,8186,9014,10613,343572
native,TLS1_3-gnark,50,20,0,1024,12776,14381,18999,407232
native,TLS1_3-gnark,50,20,0,2048,18896,21511,29738,390416
native,TLS1_3-gnark,100,10,0,16,6673,7264,7964,386556
native,TLS1_3-gnark,100,10,0,256,8186,9014,10607,398760
native,TLS1_3-gnark,100,10,0,1024,12772,14421,18656,452892
native,TLS1_3-gnark,100,10,0,2048,18897,21561,29974,457668
native,TLS1_3-gnark,100,15,0,16,6663,7258,8033,395448
native,TLS1_3-gnark,100,15,0,256,8186,9015,10461,463960
native,TLS1_3-gnark,100,15,0,1024,12774,14422,18987,394380
native,TLS1_3-gnark,100,15,0,2048,18896,21564,29685,404812
native,TLS1_3-gnark,100,20,0,16,6675,7261,8142,387744
native,TLS1_3-gnark,100,20,0,256,8188,9015,10601,354912
native,TLS1_3-gnark,100,20,0,1024,12722,14474,18790,422392
native,TLS1_3-gnark,100,20,0,2048,18894,21565,29581,474304
native,TLS1_3-gnark,200,10,0,16,6672,7264,8117,385800
native,TLS1_3-gnark,200,10,0,256,8187,9015,10532,497540
native,TLS1_3-gnark,200,10,0,1024,12774,14421,18791,339628
native,TLS1_3-gnark,200,10,0,2048,18899,21564,29785,386700
native,TLS1_3-gnark,200,15,0,16,6674,7263,8014,393480
native,TLS1_3-gnark,200,15,0,256,8187,9015,10489,512576
native,TLS1_3-gnark,200,15,0,1024,12774,14422,18838,458440
native,TLS1_3-gnark,200,15,0,2048,18845,21513,29867,397544
native,TLS1_3-gnark,200,20,0,16,6674,7328,8076,396224
native,TLS1_3-gnark,200,20,0,256,8189,9014,10593,374236
native,TLS1_3-gnark,200,20,0,1024,12776,14422,18913,461368
native,TLS1_3-gnark,200,20,0,2048,18901,21460,29922,425668
