kind,name,bandwith(Mbps),latency(ms),request_size(B),response_size(B),send_bytes(B),recv_bytes(B),cost(ms),memory(KB)
native,reclaim,50,10,1024,16,14649,14713,3684,371980
native,reclaim,50,10,1024,256,16312,16290,4765,484092
native,reclaim,50,10,1024,1024,21568,20838,8444,342556
native,reclaim,50,10,1024,2048,28437,26583,13286,334136
native,reclaim,50,10,2048,16,21823,22911,3703,373896
native,reclaim,50,10,2048,256,23482,24485,4817,465824
native,reclaim,50,10,2048,1024,28735,29026,8553,339592
native,reclaim,50,10,2048,2048,35604,34772,13158,358028
native,reclaim,50,15,1024,16,14649,14716,3628,371272
native,reclaim,50,15,1024,256,16309,16287,4740,485664
native,reclaim,50,15,1024,1024,21569,20835,8533,339456
native,reclaim,50,15,1024,2048,28436,26583,13277,352080
native,reclaim,50,15,2048,16,21826,22913,3685,377532
native,reclaim,50,15,2048,256,23482,24487,4800,464408
native,reclaim,50,15,2048,1024,28737,29028,8487,339712
native,reclaim,50,15,2048,2048,35607,34771,13393,350388
native,reclaim,50,20,1024,16,14651,14715,3668,373240
native,reclaim,50,20,1024,256,16310,16287,4771,468552
native,reclaim,50,20,1024,1024,21571,20839,8540,342756
native,reclaim,50,20,1024,2048,28439,26580,13398,346888
native,reclaim,50,20,2048,16,21823,22910,3792,372548
native,reclaim,50,20,2048,256,23483,24488,4849,465424
native,reclaim,50,20,2048,1024,28734,29026,8547,348228
native,reclaim,50,20,2048,2048,35602,34774,13318,350924
native,reclaim,100,10,1024,16,14648,14716,3636,377756
native,reclaim,100,10,1024,256,16310,16293,4731,463852
native,reclaim,100,10,1024,1024,21569,20837,8474,326700
native,reclaim,100,10,1024,2048,28434,26586,13270,330424
native,reclaim,100,10,2048,16,21824,22908,3669,375140
native,reclaim,100,10,2048,256,23481,24485,4790,484276
native,reclaim,100,10,2048,1024,28733,29026,8476,329396
native,reclaim,100,10,2048,2048,35604,34774,13199,352080
native,reclaim,100,15,1024,16,14646,14716,3621,374740
native,reclaim,100,15,1024,256,16309,16287,4749,466688
native,reclaim,100,15,1024,1024,21571,20838,8554,337392
native,reclaim,100,15,1024,2048,28440,26585,13268,346468
native,reclaim,100,15,2048,16,21822,22909,3729,371048
native,reclaim,100,15,2048,256,23482,24488,4815,483616
native,reclaim,100,15,2048,1024,28738,29025,8529,341492
native,reclaim,100,15,2048,2048,35603,34774,13367,354848
native,reclaim,100,20,1024,16,14649,14713,3697,406972
native,reclaim,100,20,1024,256,16310,16293,4838,485048
native,reclaim,100,20,1024,1024,21570,20835,8573,338924
native,reclaim,100,20,1024,2048,28437,26580,13309,346000
native,reclaim,100,20,2048,16,21822,22909,3744,374980
native,reclaim,100,20,2048,256,23479,24487,4883,467964
native,reclaim,100,20,2048,1024,28737,29025,8591,350436
native,reclaim,100,20,2048,2048,35605,34770,13395,354644
native,reclaim,200,10,1024,16,14646,14716,3613,373532
native,reclaim,200,10,1024,256,16309,16292,4710,483092
native,reclaim,200,10,1024,1024,21567,20837,8400,343056
native,reclaim,200,10,1024,2048,28439,26585,13201,344416
native,reclaim,200,10,2048,16,21820,22914,3650,376396
native,reclaim,200,10,2048,256,23481,24484,4736,481952
native,reclaim,200,10,2048,1024,28738,29029,8443,325968
native,reclaim,200,10,2048,2048,35601,34774,13205,348820
native,reclaim,200,15,1024,16,14652,14714,3631,377136
native,reclaim,200,15,1024,256,16314,16287,4786,464148
native,reclaim,200,15,1024,1024,21565,20840,8516,340732
native,reclaim,200,15,1024,2048,28435,26581,13444,347956
native,reclaim,200,15,2048,16,21826,22911,3711,380096
native,reclaim,200,15,2048,256,23483,24488,4822,466348
native,reclaim,200,15,2048,1024,28738,29028,8469,377252
native,reclaim,200,15,2048,2048,35601,34772,13280,345460
native,reclaim,200,20,1024,16,14648,14713,3670,370724
native,reclaim,200,20,1024,256,16310,16287,4772,465512
native,reclaim,200,20,1024,1024,21568,20840,8566,333824
native,reclaim,200,20,1024,2048,28439,26581,13364,346340
native,reclaim,200,20,2048,16,21821,22908,3763,377600
native,reclaim,200,20,2048,256,23482,24482,4853,482108
native,reclaim,200,20,2048,1024,28738,29024,8561,344496
native,reclaim,200,20,2048,2048,35601,34773,13300,348140
