kind,name,bandwith(Mbps),latency(ms),request_size(B),response_size(B),send_bytes(B),recv_bytes(B),cost(ms),memory(KB)
wasm,TLS1_3-snarkjs,50,10,0,16,8041,8624,13089,296362
wasm,TLS1_3-snarkjs,50,10,0,256,11186,11953,21187,67659
wasm,TLS1_3-snarkjs,50,10,0,1024,21232,22908,48742,159440
wasm,TLS1_3-snarkjs,50,10,0,2048,34457,37453,86030,23550
wasm,TLS1_3-snarkjs,50,15,0,16,8093,8573,13245,296617
wasm,TLS1_3-snarkjs,50,15,0,256,11186,11954,21250,170056
wasm,TLS1_3-snarkjs,50,15,0,1024,21252,22979,48994,26140
wasm,TLS1_3-snarkjs,50,15,0,2048,34451,37442,85463,160086
wasm,TLS1_3-snarkjs,50,20,0,16,8094,8573,13090,266562
wasm,TLS1_3-snarkjs,50,20,0,256,11182,11949,21422,161373
wasm,TLS1_3-snarkjs,50,20,0,1024,21366,23052,49252,28540
wasm,TLS1_3-snarkjs,50,20,0,2048,34495,37433,85935,22782
wasm,TLS1_3-snarkjs,100,10,0,16,8091,8571,13212,295394
wasm,TLS1_3-snarkjs,100,10,0,256,11187,11955,21219,159326
wasm,TLS1_3-snarkjs,100,10,0,1024,21250,22961,48811,158585
wasm,TLS1_3-snarkjs,100,10,0,2048,34521,37517,85714,26052
wasm,TLS1_3-snarkjs,100,15,0,16,8093,8571,13028,266333
wasm,TLS1_3-snarkjs,100,15,0,256,11181,11949,21364,159326
wasm,TLS1_3-snarkjs,100,15,0,1024,24160,23079,48928,170172
wasm,TLS1_3-snarkjs,100,15,0,2048,34606,37444,85843,290272
wasm,TLS1_3-snarkjs,100,20,0,16,8094,8570,13180,296361
wasm,TLS1_3-snarkjs,100,20,0,256,11193,11961,21310,159328
wasm,TLS1_3-snarkjs,100,20,0,1024,21258,22965,48592,26457
wasm,TLS1_3-snarkjs,100,20,0,2048,34437,37433,85842,29639
wasm,TLS1_3-snarkjs,200,10,0,16,8095,8572,13111,266855
wasm,TLS1_3-snarkjs,200,10,0,256,11180,11950,21161,184400
wasm,TLS1_3-snarkjs,200,10,0,1024,21363,23096,48529,161233
wasm,TLS1_3-snarkjs,200,10,0,2048,34582,37585,85797,27902
wasm,TLS1_3-snarkjs,200,15,0,16,8088,8567,13113,296361
wasm,TLS1_3-snarkjs,200,15,0,256,11187,11956,21190,159326
wasm,TLS1_3-snarkjs,200,15,0,1024,21310,23098,48883,26236
wasm,TLS1_3-snarkjs,200,15,0,2048,34540,37443,86575,21084
wasm,TLS1_3-snarkjs,200,20,0,16,8093,8571,13119,278351
wasm,TLS1_3-snarkjs,200,20,0,256,11191,11958,21305,161615
wasm,TLS1_3-snarkjs,200,20,0,1024,21380,23111,48959,26748
wasm,TLS1_3-snarkjs,200,20,0,2048,34566,37582,86018,25955
