name,kind,upload,upload_delay,download,download_delay,upload_size,download_size,defer_decryption,runtime,uploaded,downloaded,heap_max_bytes
all,Native,50,10,50,10,1024,16,true,18,47039830,48501005,137334624
all,Native,50,10,50,10,1024,16,false,18,49588730,48911881,136812240
all,Native,50,10,50,10,1024,256,true,19,47071744,51666498,133128815
all,Native,50,10,50,10,1024,256,false,18,52793912,52077410,140556985
all,Native,50,10,50,10,1024,1024,true,21,47172970,61794331,133429246
all,Native,50,10,50,10,1024,1024,false,21,63049502,62205411,151419740
all,Native,50,10,50,10,1024,2048,true,24,47307174,75297339,133827838
all,Native,50,10,50,10,1024,2048,false,25,76722438,75708155,165917044
all,Native,50,10,50,10,2048,16,true,23,61089438,62144073,147476368
all,Native,50,10,50,10,2048,16,false,22,63638110,62555309,151253068
all,Native,50,10,50,10,2048,256,true,23,61121184,65310250,147570767
all,Native,50,10,50,10,2048,256,false,23,66843460,65720754,154624641
all,Native,50,10,50,10,2048,1024,true,25,61222674,75438011,147876438
all,Native,50,10,50,10,2048,1024,false,25,77098750,75849283,165521956
all,Native,50,10,50,10,2048,2048,true,28,61357106,88941691,148275154
all,Native,50,10,50,10,2048,2048,false,29,90772214,89352087,180611276
all,Native,50,15,50,15,1024,16,true,22,47039470,48500369,137328164
all,Native,50,15,50,15,1024,16,false,22,49588334,48911233,136810900
all,Native,50,15,50,15,1024,256,true,25,47071312,51665814,133137595
all,Native,50,15,50,15,1024,256,false,22,52793492,52076618,140549753
all,Native,50,15,50,15,1024,1024,true,25,47172574,61793791,133421118
all,Native,50,15,50,15,1024,1024,false,23,63049094,62204703,151412764
all,Native,50,15,50,15,1024,2048,true,28,47306946,75296835,133822654
all,Native,50,15,50,15,1024,2048,false,28,76722462,75708203,165934452
all,Native,50,15,50,15,2048,16,true,26,61088910,62143929,147474832
all,Native,50,15,50,15,2048,16,false,26,63637714,62554613,151241708
all,Native,50,15,50,15,2048,256,true,27,61121076,65309326,147585811
all,Native,50,15,50,15,2048,256,false,26,66842836,65720094,154621393
all,Native,50,15,50,15,2048,1024,true,29,61222338,75437375,147872566
all,Native,50,15,50,15,2048,1024,false,29,77097886,75847783,165518836
all,Native,50,15,50,15,2048,2048,true,32,61356734,88940551,148271894
all,Native,50,15,50,15,2048,2048,false,30,90772070,89351979,180612160
all,Native,50,20,50,20,1024,16,true,24,47039398,48500333,137345060
all,Native,50,20,50,20,1024,16,false,23,49588370,48910969,136811412
all,Native,50,20,50,20,1024,256,true,25,47071288,51665754,133137595
all,Native,50,20,50,20,1024,256,false,24,52793516,52076414,140548729
all,Native,50,20,50,20,1024,1024,true,27,47172718,61794031,133436606
all,Native,50,20,50,20,1024,1024,false,26,63049010,62204775,151414300
all,Native,50,20,50,20,1024,2048,true,29,47306682,75296643,133826238
all,Native,50,20,50,20,1024,2048,false,30,76722006,75707579,165934452
all,Native,50,20,50,20,2048,16,true,28,61088826,62143869,147492752
all,Native,50,20,50,20,2048,16,false,29,63637690,62554565,151258604
all,Native,50,20,50,20,2048,256,true,30,61120764,65309362,147586835
all,Native,50,20,50,20,2048,256,false,29,66842740,65720046,154636753
all,Native,50,20,50,20,2048,1024,true,32,61221990,75437351,147887894
all,Native,50,20,50,20,2048,1024,false,30,77098102,75847975,165535604
all,Native,50,20,50,20,2048,2048,true,35,61356242,88940251,148289302
all,Native,50,20,50,20,2048,2048,false,32,90771386,89351139,180624716
all,Native,100,10,100,10,1024,16,true,18,47039926,48500969,137336416
all,Native,100,10,100,10,1024,16,false,19,49588694,48911773,136818384
all,Native,100,10,100,10,1024,256,true,19,47071744,51666426,133127159
all,Native,100,10,100,10,1024,256,false,19,52793744,52077206,140559801
all,Native,100,10,100,10,1024,1024,true,21,47173006,61794523,133432434
all,Native,100,10,100,10,1024,1024,false,21,63049370,62205375,151419084
all,Native,100,10,100,10,1024,2048,true,24,47307402,75297615,133832190
all,Native,100,10,100,10,1024,2048,false,28,76722198,75708251,165922164
all,Native,100,10,100,10,2048,16,true,21,61089546,62144541,147488464
all,Native,100,10,100,10,2048,16,false,21,63638122,62555369,151245152
all,Native,100,10,100,10,2048,256,true,25,61121400,65310094,147579219
all,Native,100,10,100,10,2048,256,false,22,66843580,65720886,154626573
all,Native,100,10,100,10,2048,1024,true,28,61222926,75438047,147880278
all,Native,100,10,100,10,2048,1024,false,27,77098474,75848395,165523828
all,Native,100,10,100,10,2048,2048,true,27,61356914,88941331,148285014
all,Native,100,10,100,10,2048,2048,false,32,90772082,89352051,180617280
all,Native,100,15,100,15,1024,16,true,21,47039686,48500477,137334308
all,Native,100,15,100,15,1024,16,false,22,49588502,48911197,136816276
all,Native,100,15,100,15,1024,256,true,23,47071576,51665910,133125819
all,Native,100,15,100,15,1024,256,false,22,52793576,52076666,140553849
all,Native,100,15,100,15,1024,1024,true,26,47172826,61793947,133426622
all,Native,100,15,100,15,1024,1024,false,26,63049058,62204931,151418652
all,Native,100,15,100,15,1024,2048,true,29,47307174,75297063,133828542
all,Native,100,15,100,15,1024,2048,false,30,76722138,75708011,165922164
all,Native,100,15,100,15,2048,16,true,29,61089246,62144061,147482116
all,Native,100,15,100,15,2048,16,false,26,63638098,62554805,151250272
all,Native,100,15,100,15,2048,256,true,26,61121172,65309470,147575059
all,Native,100,15,100,15,2048,256,false,29,66842812,65720190,154626369
all,Native,100,15,100,15,2048,1024,true,32,61222410,75437507,147875862
all,Native,100,15,100,15,2048,1024,false,31,77098474,75848683,165525108
all,Native,100,15,100,15,2048,2048,true,33,61356638,88940683,148277642
all,Native,100,15,100,15,2048,2048,false,35,90772178,89351307,180616140
all,Native,100,20,100,20,1024,16,true,25,47039410,48500273,137333028
all,Native,100,20,100,20,1024,16,false,24,49588214,48910993,136816276
all,Native,100,20,100,20,1024,256,true,26,47071336,51665814,133126075
all,Native,100,20,100,20,1024,256,false,24,52793444,52076438,140556409
all,Native,100,20,100,20,1024,1024,true,28,47172838,61793959,133426878
all,Native,100,20,100,20,1024,1024,false,28,63049034,62204439,151418396
all,Native,100,20,100,20,1024,2048,true,31,47306898,75296703,133828910
all,Native,100,20,100,20,1024,2048,false,34,76722078,75707579,165922420
all,Native,100,20,100,20,2048,16,true,31,61088838,62143929,147480976
all,Native,100,20,100,20,2048,16,false,31,63637558,62554589,151246572
all,Native,100,20,100,20,2048,256,true,32,61120848,65309374,147574803
all,Native,100,20,100,20,2048,256,false,29,66842872,65720034,154626257
all,Native,100,20,100,20,2048,1024,true,33,61222074,75437399,147876118
all,Native,100,20,100,20,2048,1024,false,32,77098606,75848035,165524852
all,Native,100,20,100,20,2048,2048,true,37,61356278,88940239,148277526
all,Native,100,20,100,20,2048,2048,false,36,90771458,89351163,180615116
all,Native,200,10,200,10,1024,16,true,19,47039902,48500993,137335136
all,Native,200,10,200,10,1024,16,false,19,49588754,48911641,136825300
all,Native,200,10,200,10,1024,256,true,20,47071840,51666402,133130231
all,Native,200,10,200,10,1024,256,false,20,52793816,52077242,140563641
all,Native,200,10,200,10,1024,1024,true,22,47172886,61794331,133428218
all,Native,200,10,200,10,1024,1024,false,22,63049358,62205375,151423576
all,Native,200,10,200,10,1024,2048,true,25,47307366,75297351,133834750
all,Native,200,10,200,10,1024,2048,false,30,76722270,75708299,165923956
all,Native,200,10,200,10,2048,16,true,26,61089282,62144337,147482368
all,Native,200,10,200,10,2048,16,false,25,63638386,62555561,151251496
all,Native,200,10,200,10,2048,256,true,25,61121208,65310154,147580867
all,Native,200,10,200,10,2048,256,false,24,66843220,65720634,154631693
all,Native,200,10,200,10,2048,1024,true,28,61222746,75437999,147880018
all,Native,200,10,200,10,2048,1024,false,29,77098738,75848659,165527668
all,Native,200,10,200,10,2048,2048,true,32,61356530,88940719,148281110
all,Native,200,10,200,10,2048,2048,false,34,90772154,89351583,180615884
all,Native,200,15,200,15,1024,16,true,23,47039590,48500333,137335844
all,Native,200,15,200,15,1024,16,false,23,49588394,48911173,136836756
all,Native,200,15,200,15,1024,256,true,23,47071516,51665850,133127355
all,Native,200,15,200,15,1024,256,false,23,52793540,52076750,140557177
all,Native,200,15,200,15,1024,1024,true,26,47172862,61793995,133427902
all,Native,200,15,200,15,1024,1024,false,26,63049034,62204835,151421724
all,Native,200,15,200,15,1024,2048,true,29,47307114,75296955,133829822
all,Native,200,15,200,15,1024,2048,false,33,76722510,75707783,165923956
all,Native,200,15,200,15,2048,16,true,29,61089186,62143881,147482000
all,Native,200,15,200,15,2048,16,false,29,63637726,62554721,151251180
all,Native,200,15,200,15,2048,256,true,30,61121124,65309386,147576595
all,Native,200,15,200,15,2048,256,false,27,66843052,65720358,154629841
all,Native,200,15,200,15,2048,1024,true,32,61222314,75437411,147879190
all,Native,200,15,200,15,2048,1024,false,32,77098606,75848383,165526132
all,Native,200,15,200,15,2048,2048,true,35,61356722,88940587,148278918
all,Native,200,15,200,15,2048,2048,false,36,90771782,89351475,180615884
all,Native,200,20,200,20,1024,16,true,25,47039374,48500333,137352228
all,Native,200,20,200,20,1024,16,false,25,49588358,48911053,136820372
all,Native,200,20,200,20,1024,256,true,25,47071456,51665766,133126843
all,Native,200,20,200,20,1024,256,false,26,52793336,52076630,140559225
all,Native,200,20,200,20,1024,1024,true,28,47172706,61793791,133427902
all,Native,200,20,200,20,1024,1024,false,29,63048722,62204595,151422748
all,Native,200,20,200,20,1024,2048,true,31,47306910,75296727,133830334
all,Native,200,20,200,20,1024,2048,false,35,76722078,75707519,165923956
all,Native,200,20,200,20,2048,16,true,32,61089186,62143929,147483536
all,Native,200,20,200,20,2048,16,false,31,63637630,62554541,151251692
all,Native,200,20,200,20,2048,256,true,32,61121064,65309362,147576595
all,Native,200,20,200,20,2048,256,false,32,66843136,65720046,154628305
all,Native,200,20,200,20,2048,1024,true,35,61222242,75437255,147877654
all,Native,200,20,200,20,2048,1024,false,34,77098126,75848383,165545076
all,Native,200,20,200,20,2048,2048,true,37,61356698,88940503,148279574
all,Native,200,20,200,20,2048,2048,false,39,90771794,89351823,180618956
